mean_force,max_force,outer_wall_thickness,inside_wall_side_thickness,inside_wall_middle_thickness,height,width,sigma0,youngs
26.237024864089705,31.9188886719,2.79,1.9,1.29,75.37,128.14,287.1,65137.7
25.605673279151,30.729515625,2.56,1.81,1.79,76.47,127.58,289.88,69109.8
25.385220265672725,29.8454511719,2.64,1.8,1.59,75.22,127.45,272.68,71526.2
25.239948973527728,30.9629628906,2.69,2.2,1.67,75.53,127.49,257.62,66009.4
27.411891219113006,34.3847226562,2.85,1.79,1.58,76.06,127.27,293.53,68357.4
25.124639733443033,29.42753125,2.79,1.73,1.55,75.97,127.21,253.69,64739.9
26.401910585884004,32.0353574219,2.8,2.12,1.7,76.39,128.2,247.8,69569.5
26.070486163856387,32.16453125,2.87,1.95,1.36,75.76,127.98,269.22,64798.6
25.28822109674588,31.0339980469,2.76,2.05,1.35,75.76,127.43,275.05,63656.9
26.76191775209833,31.8747324219,2.84,1.75,1.61,76.55,127.57,257.42,76391.3
22.854089010180434,26.9917636719,2.51,2.17,1.26,75.52,128.51,256.29,66617.2
26.447270019374645,33.0638671875,2.77,2.13,1.48,76.43,128.31,277.11,67850.9
25.341736535057695,30.3438847656,2.64,2.11,1.75,75.29,127.39,246.16,75114.0
25.5744155204151,31.5920371094,2.59,2.04,1.69,76.05,127.95,285.17,68279.0
24.24105720510666,29.5556015625,2.65,2.3,1.4,76.07,127.28,249.65,73328.8
25.475703370765427,32.5204765625,2.5,2.13,1.71,76.29,128.45,291.8,70679.8
23.411707275227652,28.4610722656,2.53,2.22,1.41,76.5,128.44,254.24,76700.5
25.396469085985988,32.2579101562,2.78,2.18,1.27,75.52,127.6,270.02,73491.3
25.31318514356691,29.8187128906,2.68,1.95,1.76,76.37,128.41,245.01,73725.7
26.18755769158903,32.9611289063,2.83,1.91,1.29,75.61,127.6,292.42,66198.7
28.354548544590127,35.2228085938,2.89,2.01,1.79,76.47,127.67,265.41,74961.4
25.07101751485362,29.0647929688,2.64,1.73,1.64,75.25,128.51,258.18,76672.9
25.87312633756635,31.2588652344,2.7,2.0,1.64,76.31,128.12,263.52,71607.4
26.0436134278608,31.4462910156,2.8,1.73,1.56,76.05,128.33,272.36,66513.9
26.796562748314305,32.7753710938,2.85,1.93,1.63,76.09,127.85,257.36,73060.5
26.836219840444038,33.2837617188,2.8,1.96,1.63,76.15,127.3,272.28,70581.3
27.43361007176969,33.99240625,2.88,2.14,1.58,75.21,128.56,261.1,72685.3
27.19910389081726,35.5607695313,2.76,2.29,1.68,75.98,128.49,286.75,68024.1
24.887953486098432,29.4820820312,2.65,2.15,1.55,75.33,128.05,256.51,64735.1
22.781928856299086,26.7605917969,2.51,1.87,1.4,75.86,128.45,268.13,65876.5
24.579375265263003,29.7313183594,2.56,2.17,1.66,76.29,127.84,255.22,75175.7
25.097778309094164,31.2060898438,2.57,2.26,1.55,76.24,128.19,275.38,70921.6
25.65499487412114,30.4391582031,2.76,1.75,1.63,76.05,128.2,255.6,74199.4
26.99130694599908,32.88259375,2.8,1.94,1.54,75.43,127.61,282.58,64322.0
24.900786929529065,29.1181992188,2.88,1.74,1.31,76.48,127.54,242.19,65476.8
26.76513493453814,33.9959296875,2.79,2.25,1.7,75.58,127.42,268.99,68319.9
24.529627762329202,29.0867480469,2.64,1.73,1.56,75.9,128.41,263.81,73265.2
25.27946653394465,31.2920703125,2.65,2.11,1.29,75.26,127.84,289.11,70753.4
27.254709571330242,35.0794609375,2.86,2.15,1.71,75.73,128.01,270.23,69368.6
24.39103389528352,29.8029335938,2.51,2.17,1.51,76.28,128.24,283.76,66228.4
24.613275056476592,28.4925644531,2.76,1.81,1.45,75.39,128.01,244.51,67246.2
23.42580827366246,28.5524238281,2.51,2.12,1.24,75.55,127.89,270.6,76031.4
26.29112151908111,31.60053125,2.75,2.0,1.6,75.21,127.84,269.27,65244.7
23.8231033308085,28.5522226562,2.62,1.86,1.29,75.73,127.83,275.95,67875.5
24.276901011202984,28.6446054688,2.79,1.92,1.23,75.31,128.38,246.3,66397.8
23.357601054826016,27.2147792969,2.63,2.18,1.2,75.51,127.39,245.91,65186.2
24.15218727601415,28.6985136719,2.52,1.79,1.7,75.43,127.67,286.12,63116.5
24.025653016284217,29.0741835937,2.54,1.95,1.35,76.45,128.39,280.68,75634.6
22.507782945088206,26.8808203125,2.57,2.0,1.22,76.27,127.59,253.12,71668.1
22.869164881159723,26.9195996094,2.52,1.76,1.46,75.4,127.75,272.5,65393.3
24.718740063187838,29.2619550781,2.68,2.14,1.22,75.38,128.27,250.32,76287.2
26.027673470024524,32.2197871094,2.68,2.1,1.59,76.23,128.33,281.52,65209.6
25.499389265622767,30.1088710938,2.82,1.77,1.43,76.58,127.9,246.04,76984.7
25.574813564550325,33.837484375,2.77,2.22,1.35,75.59,127.58,284.71,73880.7
26.396156312985152,33.5963710938,2.72,2.28,1.56,76.28,128.11,275.39,73095.5
26.110753443687063,31.5579765625,2.82,2.08,1.32,75.39,127.72,261.03,72598.9
23.779831082660973,29.1326640625,2.54,2.24,1.56,75.45,127.62,255.71,74653.2
27.509200333008142,35.8566171875,2.77,2.14,1.79,75.72,128.5,285.61,74041.8
26.940364843105623,33.0569179687,2.71,2.04,1.64,75.28,128.51,278.82,73462.8
27.243866570906814,32.3041855469,2.85,1.92,1.76,75.4,127.33,249.61,73907.0
