outer_wall_thickness,inside_wall_side_thickness,inside_wall_middle_thickness,height,width,sigma0,youngs,predicted_mean_force
2.78,1.89,1.76,76.51,128.2,248.86,64698.0,121.21765221558623
2.6,1.79,1.46,75.83,127.36,241.32,72484.0,108.06499443159898
2.57,2.06,1.57,76.25,128.39,273.14,67574.3,121.85467724770844
2.81,1.84,1.67,76.24,127.38,275.82,76871.0,132.8211245104959
2.63,1.92,1.67,76.52,128.36,280.03,63140.6,122.66027883631263
2.81,2.18,1.77,75.22,128.08,281.51,65474.5,139.44261578653266
2.64,2.27,1.41,76.15,128.1,262.55,71120.8,126.23315415664673
2.63,1.81,1.62,75.28,127.66,256.25,76149.9,117.4929605277597
2.82,1.92,1.21,75.38,127.87,249.82,71036.1,119.77535294316523
2.83,1.81,1.39,75.28,127.22,251.19,66502.5,118.46051314928663
2.77,1.76,1.44,75.26,127.25,270.78,76715.2,124.79842703656983
2.65,2.05,1.29,75.23,127.78,293.15,72189.9,129.51595944609812
2.74,1.86,1.51,75.84,127.23,290.77,76825.8,132.6112345569154
2.62,1.72,1.25,76.45,128.37,245.43,71912.7,105.7351581290908
2.74,2.25,1.21,75.59,127.46,263.59,64886.1,125.93367613993702
2.62,2.01,1.38,76.32,127.41,270.22,70722.4,120.99451341259432
2.77,2.15,1.56,75.56,128.17,261.67,65998.3,128.85922122812724
2.82,2.09,1.51,75.5,128.49,286.96,68671.0,137.44477729858568
2.62,1.92,1.6,75.93,128.22,265.79,70151.7,120.01061083246886
2.78,1.89,1.65,76.04,128.05,257.04,70219.0,124.43156449257903
2.82,2.09,1.37,75.48,128.28,272.75,75845.7,134.42702094315894
2.55,2.16,1.52,75.62,127.26,278.99,69834.6,125.3384119070396
2.55,2.11,1.33,75.28,127.7,263.18,73741.1,118.77897334097487
2.87,1.98,1.28,75.67,128.2,254.22,67240.3,124.06149060370878
2.71,1.77,1.58,75.27,127.4,283.69,72257.3,126.19210722652578
2.63,1.72,1.41,76.37,128.42,249.81,73706.7,110.03821467663012
2.5,2.09,1.39,75.32,128.03,263.32,73433.8,116.77066924047689
2.54,2.08,1.55,75.53,128.57,285.01,68855.1,124.85461059795729
2.72,2.24,1.52,75.35,127.62,271.18,75198.2,134.57250411811833
2.72,2.18,1.24,76.08,127.81,274.71,65620.3,127.18201553270093
2.7,1.89,1.49,75.82,127.24,291.03,69837.5,128.8311597893495
2.6,1.75,1.59,75.22,127.58,268.12,64570.0,113.5847761890741
2.51,1.92,1.21,75.52,128.55,264.72,64412.3,108.13721548000935
2.86,1.9,1.39,75.46,127.71,253.7,67114.5,122.86962704912436
2.79,1.85,1.58,75.58,128.17,242.06,71304.6,119.03344539649869
2.74,2.05,1.55,76.34,127.54,246.75,71139.8,122.56915813724778
2.68,1.94,1.56,75.96,128.16,240.98,65792.9,113.70183900311862
2.55,1.94,1.46,75.52,128.49,264.38,65851.5,113.74246167744788
2.88,2.26,1.47,76.0,127.42,250.54,76238.1,135.8838034045998
2.82,2.3,1.68,75.97,127.86,242.35,76421.9,134.24143527274066
2.84,2.05,1.74,75.61,127.72,275.38,70366.3,137.49480408927207
2.57,2.23,1.62,76.06,127.62,284.45,71345.9,131.12352363954153
2.86,1.89,1.34,75.67,127.64,256.67,76262.9,126.42991117394423
2.87,1.93,1.71,76.09,127.67,267.61,66408.1,131.78655865002042
2.84,2.13,1.7,76.26,127.37,258.53,72347.5,134.6792752786664
2.85,2.05,1.27,76.52,128.14,256.81,64775.2,124.52092757399
2.76,1.72,1.34,75.65,127.29,241.32,66371.4,109.75876919765905
2.75,1.82,1.26,76.39,127.28,257.82,69184.9,116.69109361154462
2.89,2.28,1.75,75.25,128.41,290.82,67850.8,148.71384620143738
2.88,1.81,1.3,75.8,128.3,279.12,65689.8,127.18357655647254
2.79,1.7,1.28,75.97,128.59,259.78,75364.1,118.4882913862332
2.8,1.92,1.45,75.7,127.77,292.35,67546.1,132.92652286845896
2.84,1.74,1.7,76.1,127.63,248.22,75376.9,123.44713194463988
2.72,1.84,1.28,76.2,127.69,248.6,71722.9,114.22939099030636
2.72,1.84,1.34,75.89,128.11,288.87,71376.7,126.51035585049603
2.6,1.78,1.43,75.3,127.81,288.31,70427.3,120.45601560358126
2.7,1.99,1.61,76.38,128.47,273.24,66459.3,126.00786848966358
2.78,1.92,1.7,76.36,127.31,253.26,71887.7,125.29127288797248
2.6,2.19,1.34,75.37,127.85,256.76,63092.9,117.13556727971822
2.87,2.25,1.45,75.27,128.56,281.1,69216.6,141.2578113451831
2.71,2.25,1.77,75.5,127.87,274.36,75457.9,138.36462621563953
2.82,1.77,1.77,75.89,128.07,265.2,67494.2,126.08944898486426
2.65,2.07,1.57,76.27,128.36,285.91,67109.6,129.14978056135874
2.58,2.12,1.54,75.8,127.33,257.74,74976.5,121.56798641006118
2.8,1.73,1.48,75.46,128.12,242.33,63982.3,112.59895228391555
2.8,1.86,1.46,76.27,127.41,261.6,68346.2,123.01197663121151
2.6,1.98,1.37,76.57,128.55,256.15,67906.4,114.00400662344192
2.79,1.97,1.44,75.28,127.75,289.09,69674.7,133.45450927913282
2.51,2.06,1.26,76.04,127.59,284.29,70500.6,119.88653233545053
2.71,2.0,1.75,76.49,127.84,261.78,63192.5,123.85756386918253
2.76,1.92,1.42,75.24,128.42,261.59,63231.5,120.0515799170994
2.72,2.1,1.78,75.9,127.89,257.45,74958.7,130.22232697087372
2.83,2.23,1.51,76.13,127.89,271.13,73311.8,138.4171094048986
2.63,1.75,1.28,76.21,127.45,248.33,72915.2,108.53959871169629
2.7,2.17,1.28,76.46,127.72,255.42,70598.4,122.70773886394922
2.84,1.81,1.5,75.55,127.64,279.88,65012.8,128.024687797277
2.55,1.98,1.42,75.24,128.0,257.76,70115.0,113.86144660508809
2.51,1.94,1.29,75.89,128.16,244.1,63487.8,103.19340773622379
2.57,1.78,1.39,75.3,128.14,276.12,72840.4,116.03559648900263
2.6,2.09,1.36,76.44,128.18,282.86,69312.0,124.77231253158563
2.82,2.18,1.38,76.01,128.22,285.99,68275.3,137.55777334834795
2.77,1.97,1.49,76.11,127.33,275.83,63299.7,126.96496070781326
2.77,1.9,1.34,75.9,127.53,268.7,69197.1,123.57995151246895
2.7,2.28,1.32,76.06,128.4,277.66,68865.5,131.63247694852248
2.6,2.2,1.65,76.39,128.21,279.26,64620.1,128.0356706932149
2.78,1.88,1.66,75.49,127.91,274.48,70102.8,129.39598158873696
2.74,2.13,1.66,75.9,127.26,265.52,71818.6,131.58564486975138
2.58,1.94,1.58,75.76,127.32,256.95,74746.5,117.5292622336839
2.89,2.14,1.61,76.33,127.3,266.92,72602.1,138.6705948023175
2.7,2.18,1.6,76.47,128.02,242.05,66240.8,121.16820840573725
2.85,1.95,1.56,75.31,127.61,245.13,73317.4,125.48452058825593
2.79,2.24,1.74,75.88,128.29,244.26,76767.6,132.98874592397635
2.52,2.13,1.49,76.1,128.16,256.04,69032.3,115.88808499402491
2.83,2.23,1.63,75.46,128.21,262.36,66349.4,134.59276968056668
2.62,1.7,1.66,76.22,127.38,289.59,73314.9,123.58535870028221
2.6,2.03,1.61,75.29,127.69,288.56,69579.7,128.3280590671459
2.53,2.1,1.24,75.79,127.25,286.7,73632.3,123.37159376957779
2.62,2.09,1.54,76.18,127.64,271.94,71232.0,125.47003260043006
2.83,1.74,1.58,76.36,128.31,258.63,73941.4,124.0140065670844
2.74,2.27,1.36,76.58,127.63,251.72,73138.0,127.61710204705368
2.75,1.99,1.64,76.18,128.55,286.25,70212.9,133.84106395973834
2.77,1.78,1.54,75.55,127.61,268.97,72917.9,124.54805271874922
2.55,1.84,1.59,75.87,128.35,281.81,64029.4,117.26778470968328
2.76,2.1,1.64,75.52,127.43,289.49,64044.6,135.62576692322523
2.7,1.86,1.49,76.53,128.47,288.17,63776.8,124.62700588210193
2.62,2.15,1.77,76.03,127.97,242.13,64560.8,118.35192190025283
2.61,1.84,1.46,75.37,127.77,269.97,72226.4,118.00878420359926
2.65,2.12,1.29,76.17,128.12,275.21,64713.9,122.98605019007404
2.58,2.3,1.54,76.08,128.17,258.63,64462.2,122.14629608024337
2.63,2.19,1.27,75.68,128.32,281.62,65996.1,125.93056320392795
2.53,1.89,1.62,76.49,128.5,291.5,76187.5,125.13633711296303
2.84,1.84,1.26,76.31,127.98,256.31,68295.7,120.16401897883351
2.86,1.96,1.3,75.54,128.15,245.72,74813.3,123.82675770738912
2.86,1.76,1.66,75.82,127.3,243.95,76849.4,123.59151435685409
2.62,2.16,1.43,75.58,128.41,266.65,76145.6,126.24385881807599
2.79,2.24,1.6,76.11,127.84,250.03,65779.9,128.82238407920977
2.52,1.94,1.4,76.35,128.53,243.22,73038.5,108.15786348641701
2.53,2.17,1.55,75.4,128.29,261.98,70928.2,120.56134042450823
2.5,1.83,1.73,75.97,128.33,286.77,69589.1,120.06410744537779
2.52,1.72,1.21,75.73,127.56,241.85,74067.7,100.78993529248557
2.78,1.93,1.21,75.21,128.29,278.12,64527.7,123.95078133136771
2.55,1.72,1.61,75.48,127.98,293.69,65502.8,118.70102131386535
2.68,2.08,1.64,75.26,127.88,271.37,63182.2,125.93501270495473
2.5,2.0,1.68,75.74,127.45,280.91,64148.8,119.76021180390275
2.85,2.17,1.74,75.61,128.26,285.83,63043.4,140.88890883504803
2.89,1.97,1.51,75.9,128.28,240.69,76508.9,127.11570580203126
2.88,1.76,1.23,76.48,127.89,257.36,63334.8,118.03849274049016
2.53,2.25,1.43,76.06,127.24,242.25,74789.7,116.34167616374374
2.65,2.09,1.23,76.23,128.03,280.16,64283.4,122.82610340341343
2.9,2.04,1.49,76.42,127.79,261.14,65785.9,130.92970773470472
2.69,1.76,1.25,76.51,127.89,268.96,66259.1,114.45911726336307
2.84,1.96,1.6,75.85,127.39,280.0,67752.8,134.04237037776875
2.75,2.23,1.79,76.55,127.98,264.1,70057.1,134.7521602309347
2.7,2.21,1.4,76.35,128.09,259.02,73523.7,127.23022033366341
2.6,2.11,1.2,76.15,127.26,240.66,76043.0,113.61339135036145
2.9,2.27,1.52,75.86,128.54,247.55,67777.2,133.47196469969094
2.63,1.97,1.28,76.18,127.47,258.52,70416.4,115.79009260475176
2.62,2.11,1.77,76.27,127.36,274.77,73381.4,130.2297876663207
2.71,2.08,1.44,76.06,127.64,283.82,76273.9,133.43654307829343
2.69,2.25,1.74,76.18,128.08,277.09,71424.3,136.32975212558472
2.83,2.24,1.74,75.87,127.39,250.01,65290.1,132.0760445994639
2.69,1.89,1.21,75.76,127.37,283.66,74065.1,124.44242272681949
2.53,1.89,1.32,75.63,127.35,273.66,66509.2,113.04007653410953
2.69,1.7,1.4,76.11,127.62,289.69,70055.4,122.33033623791142
2.83,2.24,1.26,75.71,128.59,282.06,68750.7,136.97889059947022
2.52,2.29,1.27,75.54,127.41,270.88,70246.5,121.87352918450553
2.9,1.81,1.63,76.47,128.4,260.77,65226.1,126.59157688629763
2.68,1.96,1.44,75.67,127.43,249.89,64534.8,114.96076854437946
2.55,2.1,1.58,75.71,128.35,254.41,63383.1,115.06908959273768
2.64,1.82,1.47,76.22,127.86,249.67,72478.8,113.07194506547513
2.6,2.2,1.33,75.45,127.65,242.03,65007.7,113.62050119268078
2.72,2.24,1.43,76.48,128.03,275.95,65756.3,131.1647315451453
2.51,1.81,1.66,76.02,127.38,255.16,65663.2,108.5667811231573
2.74,2.14,1.42,76.12,128.21,277.72,68532.2,131.22757138340046
2.85,2.19,1.77,75.68,127.26,257.62,63481.6,133.70691400968576
2.57,2.06,1.6,75.99,127.28,270.08,68589.3,121.75289224836162
2.71,1.91,1.21,75.5,128.39,243.82,66978.6,111.38702519636139
2.59,2.23,1.52,76.32,128.05,267.4,65314.1,123.57745750871574
2.7,2.27,1.39,76.24,127.4,246.24,76347.5,125.75772388294332
2.75,1.79,1.73,76.45,127.81,246.23,71349.8,118.92948748942833
2.7,1.96,1.65,76.36,128.08,293.71,72504.8,134.03264493293887
2.86,2.18,1.2,75.73,127.3,269.26,72764.0,134.1513384826103
2.76,2.17,1.43,75.87,127.59,249.24,71630.3,125.81001294786269
2.55,1.75,1.45,76.05,127.72,247.21,75605.6,107.68199077642966
2.86,1.73,1.2,75.93,127.94,288.82,66532.0,126.3330455275608
2.88,1.86,1.59,75.69,127.66,258.62,64574.2,125.69508086379746
2.58,1.9,1.57,75.45,128.51,273.24,66340.1,118.19917709767061
2.72,1.83,1.53,75.72,128.2,266.28,68172.5,120.7996200033689
2.82,2.04,1.72,75.38,127.5,283.27,64266.2,136.0487429782562
2.84,2.22,1.7,75.65,128.02,241.72,69458.1,130.7020915175823
2.7,1.95,1.72,75.24,127.91,272.16,64770.6,125.51377158006473
2.53,2.29,1.37,75.42,127.38,265.43,73875.8,123.18595807336375
2.54,1.86,1.49,76.13,127.24,259.91,72087.8,112.73102175804264
2.69,2.07,1.32,75.64,128.22,244.16,73817.1,118.35803318009336
2.78,2.22,1.58,75.66,127.75,262.1,69750.1,132.79035113419172
2.74,1.99,1.51,76.07,127.84,277.85,75997.5,131.65071307682445
2.89,2.05,1.47,76.07,127.82,261.92,68290.2,131.70286869065967
2.78,2.09,1.27,76.08,127.58,245.04,69672.5,120.93481510161156
2.68,2.06,1.51,75.55,128.11,279.02,75428.5,130.84380654026722
2.83,2.04,1.46,76.6,127.39,275.24,70138.4,133.27750038569866
2.79,1.79,1.48,75.65,127.73,256.98,69053.8,119.94161190553963
2.69,2.3,1.73,75.76,128.26,292.17,68246.8,140.6096801217335
2.61,2.19,1.49,76.54,128.51,275.58,76594.9,129.71140554976887
2.76,2.17,1.34,76.56,128.32,263.94,69434.0,128.06757857868877
2.68,1.82,1.6,75.37,128.58,245.55,74760.5,116.16433447240219
2.76,1.77,1.48,75.58,128.21,285.29,68985.0,126.32474704046116
2.9,1.74,1.47,75.99,128.25,265.05,75749.7,128.32429054898444
2.53,2.26,1.31,76.36,128.57,241.29,67258.2,112.24509794673249
2.78,2.09,1.31,75.25,127.41,268.49,75212.1,130.41086171282973
2.66,1.83,1.77,75.31,127.44,253.22,63834.3,115.58606315700446
2.87,1.99,1.76,75.77,128.14,253.33,70555.0,131.18296326911923
2.68,2.28,1.22,75.58,127.52,261.23,63351.5,122.814136596008
2.63,2.08,1.51,75.31,128.53,257.19,66576.5,119.34037861320338
2.74,2.07,1.3,76.14,128.0,271.29,71568.9,127.40888827530695
2.77,1.9,1.79,76.17,128.2,264.05,64731.8,125.85000763591599
2.69,2.28,1.61,75.26,128.12,292.72,69405.2,139.37859273857646
2.84,1.79,1.5,75.92,127.52,260.7,72195.6,124.72599116909863
2.56,1.75,1.65,76.04,127.73,258.19,71902.0,112.35156024325387
2.88,1.93,1.24,76.15,127.36,255.69,66704.9,123.25766898457915
2.81,2.09,1.46,75.53,127.34,246.86,75039.9,127.05118391402051
2.55,2.03,1.42,75.38,128.34,261.29,63662.2,113.67008324139239
2.59,1.8,1.4,76.36,128.55,247.3,72710.5,108.97903480673621
2.61,1.79,1.22,75.93,128.53,285.62,73522.6,118.85751935904445
2.9,2.08,1.77,75.28,127.89,260.99,74480.5,138.51666292845073
2.75,1.76,1.66,75.43,127.5,290.21,73363.0,130.9883616768592
2.9,1.72,1.47,76.15,128.05,289.84,63042.2,130.01950751385118
2.61,2.21,1.53,75.69,128.28,279.32,72732.3,130.5527348482443
2.77,2.12,1.43,76.19,128.25,280.16,63459.9,130.903796234183
2.67,1.86,1.21,76.54,128.07,242.82,66467.2,107.98470970181974
2.72,2.15,1.61,75.44,127.97,241.15,64993.9,120.75014717797718
2.56,2.15,1.34,76.43,127.97,273.33,76115.4,123.91286133567714
2.68,1.95,1.37,76.47,128.12,268.05,71488.9,121.67116981942196
2.9,2.2,1.55,76.55,127.58,247.55,63977.6,130.782703308166
2.6,1.99,1.23,76.07,127.66,270.8,63292.6,115.30370642735808
2.52,1.92,1.69,76.57,127.38,288.24,63453.4,120.6839370332216
2.6,1.82,1.49,75.23,128.31,278.99,63416.1,116.74371675839826
2.6,2.19,1.71,75.72,128.19,279.82,65742.5,129.25507111487127
2.59,1.97,1.34,76.23,128.4,293.58,76521.4,127.0766800838958
2.65,1.73,1.33,75.91,127.73,247.63,70361.7,108.33634081820459
2.84,2.23,1.61,76.01,128.43,259.01,75273.5,137.26652495845894
2.74,2.2,1.6,76.14,127.26,266.03,72811.1,133.01411584235564
2.86,2.27,1.5,75.39,127.77,248.81,71542.5,133.29848649490577
2.64,2.02,1.46,75.72,127.79,288.87,73461.9,129.59588944370103
2.8,1.96,1.24,75.35,128.51,287.53,63388.8,128.1165985515139
2.69,1.78,1.27,76.59,127.44,264.85,67935.1,114.74335221337937
2.62,1.89,1.67,76.31,128.31,288.69,64712.7,124.64651972166531
2.78,2.14,1.72,75.35,127.75,255.78,76874.2,133.3358272857937
2.72,1.72,1.39,76.06,127.61,270.67,75201.6,120.4311150587505
2.69,2.02,1.61,75.51,128.38,260.48,75640.3,126.20886936727108
2.5,1.88,1.23,76.06,127.45,285.57,67019.5,114.02124832883227
2.78,2.08,1.8,76.56,127.89,290.48,65764.8,138.71442909346115
2.72,2.22,1.58,75.83,127.53,287.02,66417.5,136.1430955629918
2.66,2.09,1.29,76.23,128.11,282.62,64980.6,124.94769325039285
2.57,2.11,1.39,75.44,128.07,255.64,69601.8,116.62470241391601
2.57,2.02,1.24,75.89,128.14,253.88,65192.4,110.53342579087554
2.81,1.75,1.33,75.55,128.44,241.47,63919.8,111.40072455402209
2.52,2.08,1.5,75.41,128.59,291.78,68975.9,125.39561121234489
